Gene	KO_ID
TOBG-MED-635_2138	NA
TOBG-MED-635_2141	NA
TOBG-MED-635_2144	NA
TOBG-MED-635_2150	NA
TOBG-MED-635_2156	K00574
TOBG-MED-635_2159	K00574
TOBG-MED-635_216	K01925
TOBG-MED-635_2160	K09701
TOBG-MED-635_2161	NA
TOBG-MED-635_2166	NA
TOBG-MED-635_2168	NA
TOBG-MED-635_217	K01000
TOBG-MED-635_2179	NA
TOBG-MED-635_218	K01929
TOBG-MED-635_2186	NA
TOBG-MED-635_2193	NA
TOBG-MED-635_2201	K02291
TOBG-MED-635_2207	NA
TOBG-MED-635_2208	NA
TOBG-MED-635_222	NA
TOBG-MED-635_2224	NA
TOBG-MED-635_2228	K11211
TOBG-MED-635_2231	K02959
TOBG-MED-635_2239	NA
TOBG-MED-635_2240	K03703
TOBG-MED-635_2241	K01810
TOBG-MED-635_232	K00611
TOBG-MED-635_234	K01129
TOBG-MED-635_240	K02004
TOBG-MED-635_243	NA
TOBG-MED-635_249	NA
TOBG-MED-635_25	K01883
TOBG-MED-635_252	K13281
TOBG-MED-635_256	K01579
TOBG-MED-635_257	NA
TOBG-MED-635_276	NA
TOBG-MED-635_277	NA
TOBG-MED-635_28	NA
TOBG-MED-635_284	NA
TOBG-MED-635_290	K03640
TOBG-MED-635_291	K03116
TOBG-MED-635_295	NA
TOBG-MED-635_296	K01679
TOBG-MED-635_299	NA
TOBG-MED-635_3	K04077
TOBG-MED-635_301	K01151
TOBG-MED-635_313	K03832
TOBG-MED-635_318	NA
TOBG-MED-635_320	K01130
TOBG-MED-635_321	NA
TOBG-MED-635_322	NA
TOBG-MED-635_332	K06330
TOBG-MED-635_333	NA
TOBG-MED-635_334	NA
TOBG-MED-635_337	K01130
TOBG-MED-635_342	K00566
TOBG-MED-635_344	K04486
TOBG-MED-635_345	K11927
TOBG-MED-635_348	K07079
TOBG-MED-635_349	K05589
TOBG-MED-635_350	NA
TOBG-MED-635_353	K07221
TOBG-MED-635_355	K02037
TOBG-MED-635_365	K01918
TOBG-MED-635_370	NA
TOBG-MED-635_371	NA
TOBG-MED-635_373	NA
TOBG-MED-635_375	K16795
TOBG-MED-635_378	NA
TOBG-MED-635_385	NA
TOBG-MED-635_395	NA
TOBG-MED-635_396	K02426
TOBG-MED-635_4	K18814
TOBG-MED-635_40	K03979
TOBG-MED-635_412	NA
TOBG-MED-635_421	K06201
TOBG-MED-635_424	NA
TOBG-MED-635_427	K00507
TOBG-MED-635_428	K04487
TOBG-MED-635_441	NA
TOBG-MED-635_442	K00560
TOBG-MED-635_443	NA
TOBG-MED-635_446	NA
TOBG-MED-635_452	NA
TOBG-MED-635_453	NA
TOBG-MED-635_454	NA
TOBG-MED-635_455	K03296
TOBG-MED-635_459	K01703
TOBG-MED-635_470	NA
TOBG-MED-635_471	K02470
TOBG-MED-635_472	K02469
TOBG-MED-635_478	NA
TOBG-MED-635_48	K09992
TOBG-MED-635_480	NA
TOBG-MED-635_482	NA
TOBG-MED-635_485	NA
TOBG-MED-635_486	NA
TOBG-MED-635_491	K00609
TOBG-MED-635_50	NA
TOBG-MED-635_505	NA
TOBG-MED-635_509	NA
TOBG-MED-635_527	NA
TOBG-MED-635_531	NA
TOBG-MED-635_532	NA
TOBG-MED-635_535	NA
TOBG-MED-635_545	K07576
TOBG-MED-635_552	NA
TOBG-MED-635_553	K01652
TOBG-MED-635_562	NA
TOBG-MED-635_563	NA
TOBG-MED-635_565	K12132
TOBG-MED-635_57	K03439
TOBG-MED-635_576	NA
TOBG-MED-635_585	K03799
TOBG-MED-635_589	K00817
TOBG-MED-635_590	K00208
TOBG-MED-635_606	NA
TOBG-MED-635_61	NA
TOBG-MED-635_610	NA
TOBG-MED-635_614	NA
TOBG-MED-635_617	K01130
TOBG-MED-635_625	K03665
TOBG-MED-635_633	NA
TOBG-MED-635_634	K07214
TOBG-MED-635_640	NA
TOBG-MED-635_646	NA
TOBG-MED-635_647	NA
TOBG-MED-635_651	NA
TOBG-MED-635_652	K04079
TOBG-MED-635_659	NA
TOBG-MED-635_663	NA
TOBG-MED-635_664	NA
TOBG-MED-635_666	NA
TOBG-MED-635_667	NA
TOBG-MED-635_670	NA
TOBG-MED-635_672	NA
TOBG-MED-635_676	NA
TOBG-MED-635_680	NA
TOBG-MED-635_683	NA
TOBG-MED-635_693	K17680
TOBG-MED-635_702	NA
TOBG-MED-635_705	NA
TOBG-MED-635_718	NA
TOBG-MED-635_722	NA
TOBG-MED-635_726	NA
TOBG-MED-635_728	K03106
TOBG-MED-635_729	NA
TOBG-MED-635_733	NA
TOBG-MED-635_744	NA
TOBG-MED-635_745	NA
TOBG-MED-635_746	NA
TOBG-MED-635_749	NA
TOBG-MED-635_750	K02666
TOBG-MED-635_760	NA
TOBG-MED-635_766	NA
TOBG-MED-635_785	NA
TOBG-MED-635_787	K00206
TOBG-MED-635_790	NA
TOBG-MED-635_804	NA
TOBG-MED-635_805	K01619
TOBG-MED-635_807	K01895
TOBG-MED-635_808	NA
TOBG-MED-635_813	K02433
TOBG-MED-635_824	NA
TOBG-MED-635_827	K03629
TOBG-MED-635_839	NA
TOBG-MED-635_841	NA
TOBG-MED-635_842	NA
TOBG-MED-635_85	NA
TOBG-MED-635_851	NA
TOBG-MED-635_855	NA
TOBG-MED-635_856	NA
TOBG-MED-635_858	NA
TOBG-MED-635_859	NA
TOBG-MED-635_86	NA
TOBG-MED-635_863	NA
TOBG-MED-635_864	NA
TOBG-MED-635_865	NA
TOBG-MED-635_866	NA
TOBG-MED-635_872	NA
TOBG-MED-635_873	NA
TOBG-MED-635_875	NA
TOBG-MED-635_878	NA
TOBG-MED-635_880	K04077
TOBG-MED-635_882	NA
TOBG-MED-635_883	NA
TOBG-MED-635_887	NA
TOBG-MED-635_888	K03269
TOBG-MED-635_895	NA
TOBG-MED-635_9	K02115
TOBG-MED-635_903	K02851
TOBG-MED-635_91	K00931
TOBG-MED-635_915	NA
TOBG-MED-635_918	NA
TOBG-MED-635_924	NA
TOBG-MED-635_940	NA
TOBG-MED-635_941	NA
TOBG-MED-635_944	K16554
TOBG-MED-635_949	K03284
TOBG-MED-635_95	K00239
TOBG-MED-635_950	NA
TOBG-MED-635_954	K03281
TOBG-MED-635_959	K00688
TOBG-MED-635_961	NA
TOBG-MED-635_971	NA
TOBG-MED-635_978	NA
TOBG-MED-635_98	NA
TOBG-MED-635_981	NA
TOBG-MED-635_985	NA
TOBG-MED-635_986	NA
TOBG-MED-635_988	NA
TOBG-MED-635_989	K07003
TOBG-MED-635_99	K01880
TOBG-MED-635_993	NA
TOBG-MED-635_994	K02566
TOBG-MED-635_995	NA
TOBG-MED-635_996	NA
TOBG-MED-636_10	NA
TOBG-MED-636_100	K00604
TOBG-MED-636_1002	NA
TOBG-MED-636_1004	K01424
TOBG-MED-636_1006	K02343
TOBG-MED-636_1007	NA
TOBG-MED-636_1008	K08307
TOBG-MED-636_1009	K00588
TOBG-MED-636_1010	NA
TOBG-MED-636_1011	NA
TOBG-MED-636_1012	NA
TOBG-MED-636_1013	NA
TOBG-MED-636_1014	K00790
TOBG-MED-636_1016	NA
TOBG-MED-636_1017	NA
TOBG-MED-636_1018	K01591
TOBG-MED-636_102	NA
TOBG-MED-636_1020	K03466
TOBG-MED-636_1021	K00254
TOBG-MED-636_1022	K04763
TOBG-MED-636_1024	K00831
TOBG-MED-636_1027	NA
TOBG-MED-636_1028	NA
TOBG-MED-636_1029	NA
TOBG-MED-636_103	NA
TOBG-MED-636_1030	K03183
TOBG-MED-636_1031	K03978
TOBG-MED-636_1034	NA
TOBG-MED-636_1035	NA
TOBG-MED-636_1038	NA
TOBG-MED-636_1039	NA
TOBG-MED-636_1041	NA
TOBG-MED-636_1042	NA
TOBG-MED-636_1043	NA
TOBG-MED-636_1044	NA
TOBG-MED-636_1045	NA
TOBG-MED-636_1046	NA
TOBG-MED-636_1047	NA
TOBG-MED-636_1049	K01501
TOBG-MED-636_1050	NA
TOBG-MED-636_1053	K00773
TOBG-MED-636_1054	K11720
TOBG-MED-636_1055	NA
TOBG-MED-636_1056	K00919
TOBG-MED-636_1057	NA
TOBG-MED-636_106	K00287
TOBG-MED-636_1060	NA
TOBG-MED-636_1061	K13038
TOBG-MED-636_1062	NA
TOBG-MED-636_1063	K05807
TOBG-MED-636_1064	K09774
TOBG-MED-636_1065	K04075
TOBG-MED-636_1067	NA
TOBG-MED-636_1068	NA
TOBG-MED-636_1069	NA
TOBG-MED-636_1070	NA
TOBG-MED-636_1071	NA
TOBG-MED-636_1072	K05970
TOBG-MED-636_1073	NA
TOBG-MED-636_1074	K17836
TOBG-MED-636_1075	NA
TOBG-MED-636_1076	NA
TOBG-MED-636_1077	NA
TOBG-MED-636_108	K01733
TOBG-MED-636_1080	NA
TOBG-MED-636_1081	K03215
TOBG-MED-636_1082	NA
TOBG-MED-636_1083	NA
TOBG-MED-636_1084	NA
TOBG-MED-636_1085	NA
TOBG-MED-636_1086	NA
TOBG-MED-636_1089	K13877
TOBG-MED-636_109	K00003
TOBG-MED-636_1091	K00285
TOBG-MED-636_1092	NA
TOBG-MED-636_1093	K01278
TOBG-MED-636_1094	NA
TOBG-MED-636_1095	NA
TOBG-MED-636_1097	NA
TOBG-MED-636_1098	NA
TOBG-MED-636_1099	NA
TOBG-MED-636_110	K14260
TOBG-MED-636_1100	NA
TOBG-MED-636_1102	NA
TOBG-MED-636_1103	NA
TOBG-MED-636_1104	K08989
TOBG-MED-636_1105	K00797
TOBG-MED-636_1106	NA
TOBG-MED-636_1107	NA
TOBG-MED-636_1108	K10716
TOBG-MED-636_1109	K01611
TOBG-MED-636_111	NA
TOBG-MED-636_1110	K05301
TOBG-MED-636_1111	NA
TOBG-MED-636_1113	K01951
TOBG-MED-636_1116	NA
TOBG-MED-636_1118	NA
TOBG-MED-636_1119	K01768
TOBG-MED-636_1120	NA
TOBG-MED-636_1121	NA
TOBG-MED-636_1123	K04079
TOBG-MED-636_1125	K06173
TOBG-MED-636_1126	K18890
TOBG-MED-636_1127	K18889
TOBG-MED-636_1128	K00263
TOBG-MED-636_1129	K03625
TOBG-MED-636_113	NA
TOBG-MED-636_1132	K03210
TOBG-MED-636_1134	K00859
TOBG-MED-636_1135	NA
TOBG-MED-636_1136	NA
TOBG-MED-636_1137	NA
TOBG-MED-636_1138	NA
TOBG-MED-636_1139	NA
TOBG-MED-636_114	NA
TOBG-MED-636_1140	K02014
TOBG-MED-636_1141	NA
TOBG-MED-636_1142	NA
TOBG-MED-636_1146	K11904
TOBG-MED-636_1147	NA
TOBG-MED-636_1149	NA
TOBG-MED-636_115	NA
TOBG-MED-636_1152	K06907
TOBG-MED-636_1153	NA
TOBG-MED-636_1156	K01183
TOBG-MED-636_1157	NA
TOBG-MED-636_1158	NA
TOBG-MED-636_1159	NA
TOBG-MED-636_116	NA
TOBG-MED-636_1160	K11165
TOBG-MED-636_1161	NA
TOBG-MED-636_1162	K06177
TOBG-MED-636_1164	NA
TOBG-MED-636_1165	NA
TOBG-MED-636_117	NA
TOBG-MED-636_1170	K06015
TOBG-MED-636_1171	NA
TOBG-MED-636_1172	K03654
TOBG-MED-636_1174	NA
TOBG-MED-636_1175	NA
TOBG-MED-636_1176	NA
TOBG-MED-636_1177	K01069
TOBG-MED-636_1178	K00108
TOBG-MED-636_1179	NA
TOBG-MED-636_118	NA
TOBG-MED-636_1180	NA
TOBG-MED-636_1181	NA
TOBG-MED-636_1182	NA
TOBG-MED-636_1183	K01733
TOBG-MED-636_1185	K12524
TOBG-MED-636_1186	K00052
TOBG-MED-636_1187	K09011
TOBG-MED-636_1188	K01704
TOBG-MED-636_1189	K01703
TOBG-MED-636_1190	K01649
TOBG-MED-636_1193	K01652
TOBG-MED-636_1194	K01687
TOBG-MED-636_1196	NA
TOBG-MED-636_1197	NA
TOBG-MED-636_1199	K10716
TOBG-MED-636_1200	K02014
TOBG-MED-636_1202	K11753
TOBG-MED-636_1203	K03177
TOBG-MED-636_1205	NA
TOBG-MED-636_1206	K09811
TOBG-MED-636_1209	K15987
TOBG-MED-636_121	NA
TOBG-MED-636_1210	K01495
TOBG-MED-636_1213	K01873
TOBG-MED-636_1214	K00259
TOBG-MED-636_1217	K06885
TOBG-MED-636_1218	K02536
TOBG-MED-636_1219	K16363
TOBG-MED-636_122	NA
TOBG-MED-636_1220	K00677
TOBG-MED-636_1222	NA
TOBG-MED-636_1223	NA
TOBG-MED-636_1224	K10106
TOBG-MED-636_1225	K16091
TOBG-MED-636_1226	NA
TOBG-MED-636_1228	NA
TOBG-MED-636_1229	NA
TOBG-MED-636_1230	NA
TOBG-MED-636_1231	NA
TOBG-MED-636_1232	NA
TOBG-MED-636_1233	K08305
TOBG-MED-636_1236	K06902
TOBG-MED-636_1237	NA
TOBG-MED-636_1238	K00259
TOBG-MED-636_1239	NA
TOBG-MED-636_1240	NA
TOBG-MED-636_1243	NA
TOBG-MED-636_1244	K09800
TOBG-MED-636_1245	K01409
TOBG-MED-636_1246	K03664
TOBG-MED-636_1249	K03559
TOBG-MED-636_1251	K03561
TOBG-MED-636_1253	K03424
TOBG-MED-636_1255	K01159
TOBG-MED-636_1256	K02503
TOBG-MED-636_126	NA
TOBG-MED-636_1261	K00097
TOBG-MED-636_1262	K07040
TOBG-MED-636_1264	K00648
TOBG-MED-636_1267	K01961
TOBG-MED-636_1268	NA
TOBG-MED-636_1269	NA
TOBG-MED-636_1271	NA
TOBG-MED-636_1272	NA
TOBG-MED-636_1273	NA
TOBG-MED-636_1274	K23010
TOBG-MED-636_1275	K15738
TOBG-MED-636_1276	K01752
TOBG-MED-636_1278	K06991
TOBG-MED-636_1279	K16044
TOBG-MED-636_128	K01286
TOBG-MED-636_1280	NA
TOBG-MED-636_1281	K18201
TOBG-MED-636_1282	K01077
TOBG-MED-636_1284	K05603
TOBG-MED-636_1285	NA
TOBG-MED-636_1286	NA
TOBG-MED-636_1287	NA
TOBG-MED-636_1291	NA
TOBG-MED-636_1294	NA
TOBG-MED-636_1295	NA
TOBG-MED-636_1296	NA
TOBG-MED-636_1297	NA
TOBG-MED-636_1298	K01465
TOBG-MED-636_1299	NA
TOBG-MED-636_13	K00948
TOBG-MED-636_130	K14520
TOBG-MED-636_1301	NA
TOBG-MED-636_1304	K01246
TOBG-MED-636_1305	NA
TOBG-MED-636_1306	NA
TOBG-MED-636_1308	NA
TOBG-MED-636_1309	K07301
TOBG-MED-636_131	NA
TOBG-MED-636_1310	NA
TOBG-MED-636_1312	K21866
TOBG-MED-636_1313	NA
TOBG-MED-636_1315	NA
TOBG-MED-636_1317	K13292
TOBG-MED-636_1318	K07029
TOBG-MED-636_1319	K01754
TOBG-MED-636_1320	K02335
TOBG-MED-636_1322	NA
TOBG-MED-636_1323	K09808
TOBG-MED-636_1325	K18691
TOBG-MED-636_1326	K11991
TOBG-MED-636_1327	K08714
TOBG-MED-636_1328	NA
TOBG-MED-636_133	K15034
TOBG-MED-636_1330	K02601
TOBG-MED-636_1332	K02863
TOBG-MED-636_1334	K02935
TOBG-MED-636_1335	K03043
TOBG-MED-636_1336	K03046
TOBG-MED-636_1337	NA
TOBG-MED-636_134	NA
TOBG-MED-636_1340	K02355
TOBG-MED-636_1344	K02892
TOBG-MED-636_1345	K02886
TOBG-MED-636_135	K07045
TOBG-MED-636_1350	NA
TOBG-MED-636_1351	K02961
TOBG-MED-636_1356	K02994
TOBG-MED-636_1357	K02933
TOBG-MED-636_1359	K02988
TOBG-MED-636_1362	K03076
TOBG-MED-636_1363	K02518
TOBG-MED-636_1365	K02948
TOBG-MED-636_1367	K03040
TOBG-MED-636_1369	K01956
TOBG-MED-636_137	NA
TOBG-MED-636_1370	K01689
TOBG-MED-636_1373	NA
TOBG-MED-636_1374	K01524
TOBG-MED-636_1376	NA
TOBG-MED-636_1378	NA
TOBG-MED-636_138	NA
TOBG-MED-636_1380	K00800
TOBG-MED-636_1381	K01735
TOBG-MED-636_1382	K00318
TOBG-MED-636_1383	K04567
TOBG-MED-636_1384	K01938
TOBG-MED-636_1385	K15537
TOBG-MED-636_1386	K04744
TOBG-MED-636_1387	K01448
TOBG-MED-636_139	NA
TOBG-MED-636_1391	NA
TOBG-MED-636_1392	K04074
TOBG-MED-636_1395	NA
TOBG-MED-636_1397	NA
TOBG-MED-636_1399	NA
TOBG-MED-636_14	K01952
TOBG-MED-636_1400	NA
TOBG-MED-636_1402	K10026
TOBG-MED-636_1403	NA
TOBG-MED-636_1404	K01130
TOBG-MED-636_1405	NA
TOBG-MED-636_1406	NA
TOBG-MED-636_1407	NA
TOBG-MED-636_1408	NA
TOBG-MED-636_1409	K16052
TOBG-MED-636_1410	NA
TOBG-MED-636_1411	NA
TOBG-MED-636_1413	NA
TOBG-MED-636_1415	K07246
TOBG-MED-636_1416	K00865
TOBG-MED-636_1417	NA
TOBG-MED-636_1418	NA
TOBG-MED-636_1419	K06897
TOBG-MED-636_1420	NA
TOBG-MED-636_1421	K01190
TOBG-MED-636_1422	NA
TOBG-MED-636_1423	NA
TOBG-MED-636_1424	NA
TOBG-MED-636_1425	K03307
TOBG-MED-636_1426	K04091
TOBG-MED-636_1427	K01186
TOBG-MED-636_1428	NA
TOBG-MED-636_1429	K02014
TOBG-MED-636_1431	K07305
TOBG-MED-636_1435	NA
TOBG-MED-636_1436	NA
TOBG-MED-636_1438	NA
TOBG-MED-636_1441	NA
TOBG-MED-636_1447	NA
TOBG-MED-636_1448	K00641
TOBG-MED-636_1449	K14731
TOBG-MED-636_145	K01470
TOBG-MED-636_1450	NA
TOBG-MED-636_1451	NA
TOBG-MED-636_1453	NA
TOBG-MED-636_1454	NA
TOBG-MED-636_1455	K01921
TOBG-MED-636_1456	NA
TOBG-MED-636_1458	K03593
TOBG-MED-636_1459	K02316
TOBG-MED-636_1460	K14652
TOBG-MED-636_1461	NA
TOBG-MED-636_1462	K03787
TOBG-MED-636_1463	NA
TOBG-MED-636_1464	K01740
TOBG-MED-636_1466	K15303
TOBG-MED-636_1467	NA
TOBG-MED-636_1468	NA
TOBG-MED-636_1469	NA
TOBG-MED-636_147	K07568
TOBG-MED-636_1470	K01130
TOBG-MED-636_1471	NA
TOBG-MED-636_1473	NA
TOBG-MED-636_1474	K01990
TOBG-MED-636_1475	K01992
TOBG-MED-636_1476	NA
TOBG-MED-636_1478	K02338
TOBG-MED-636_1479	NA
TOBG-MED-636_1480	K03168
TOBG-MED-636_1481	K00865
TOBG-MED-636_1483	NA
TOBG-MED-636_1484	K09761
TOBG-MED-636_1485	K01915
TOBG-MED-636_1486	NA
TOBG-MED-636_1487	K00648
TOBG-MED-636_1489	NA
TOBG-MED-636_149	K01897
TOBG-MED-636_1491	K02198
TOBG-MED-636_1494	K02195
TOBG-MED-636_1496	K01710
TOBG-MED-636_1497	K00973
TOBG-MED-636_1499	NA
TOBG-MED-636_150	NA
TOBG-MED-636_1501	NA
TOBG-MED-636_1502	K00957
TOBG-MED-636_1505	K01991
TOBG-MED-636_1506	NA
TOBG-MED-636_1507	NA
TOBG-MED-636_1508	NA
TOBG-MED-636_1509	NA
TOBG-MED-636_1511	NA
TOBG-MED-636_1515	K03526
TOBG-MED-636_1517	K02066
TOBG-MED-636_1518	K02065
TOBG-MED-636_1519	NA
TOBG-MED-636_1520	NA
TOBG-MED-636_1522	K08976
TOBG-MED-636_1525	K02276
TOBG-MED-636_1527	K02257
TOBG-MED-636_1528	NA
TOBG-MED-636_153	NA
TOBG-MED-636_1530	NA
TOBG-MED-636_1531	NA
TOBG-MED-636_1534	K00184
TOBG-MED-636_1535	NA
TOBG-MED-636_1536	K00058
TOBG-MED-636_1537	K00831
TOBG-MED-636_1538	K01937
TOBG-MED-636_1539	K03217
TOBG-MED-636_1540	K03496
TOBG-MED-636_1542	NA
TOBG-MED-636_1544	K03100
TOBG-MED-636_1547	K06195
TOBG-MED-636_1548	NA
TOBG-MED-636_155	K06893
TOBG-MED-636_1551	K02939
TOBG-MED-636_1553	K06888
TOBG-MED-636_1554	K04066
TOBG-MED-636_1557	K07214
TOBG-MED-636_1559	NA
TOBG-MED-636_156	NA
TOBG-MED-636_1560	K03299
TOBG-MED-636_1562	NA
TOBG-MED-636_1563	K00108
TOBG-MED-636_1564	NA
TOBG-MED-636_1569	NA
TOBG-MED-636_1574	K07146
TOBG-MED-636_1577	K00033
TOBG-MED-636_1578	K00036
TOBG-MED-636_1579	K01057
TOBG-MED-636_158	NA
TOBG-MED-636_1581	NA
TOBG-MED-636_1583	NA
TOBG-MED-636_1584	K06181
TOBG-MED-636_1585	NA
TOBG-MED-636_1589	NA
TOBG-MED-636_159	K17231
TOBG-MED-636_1590	NA
TOBG-MED-636_1591	NA
TOBG-MED-636_1592	NA
TOBG-MED-636_1597	NA
TOBG-MED-636_1598	NA
TOBG-MED-636_160	NA
TOBG-MED-636_1600	NA
TOBG-MED-636_1601	K00762
TOBG-MED-636_1602	NA
TOBG-MED-636_1605	K07403
TOBG-MED-636_1606	K00979
TOBG-MED-636_1607	K07029
TOBG-MED-636_1608	K01845
TOBG-MED-636_1609	NA
TOBG-MED-636_1610	K01951
TOBG-MED-636_1611	NA
TOBG-MED-636_1613	K18707
TOBG-MED-636_1614	NA
TOBG-MED-636_1615	NA
TOBG-MED-636_1616	K03564
TOBG-MED-636_1617	NA
TOBG-MED-636_1619	NA
TOBG-MED-636_1620	NA
TOBG-MED-636_1621	K01805
TOBG-MED-636_1622	NA
TOBG-MED-636_1623	K21572
TOBG-MED-636_1624	K21573
TOBG-MED-636_1625	NA
TOBG-MED-636_1626	K21571
TOBG-MED-636_1627	NA
TOBG-MED-636_1629	NA
TOBG-MED-636_163	K01696
TOBG-MED-636_1631	NA
TOBG-MED-636_1632	K07259
TOBG-MED-636_1634	NA
TOBG-MED-636_1635	NA
TOBG-MED-636_1636	NA
TOBG-MED-636_1637	NA
TOBG-MED-636_1638	K16055
TOBG-MED-636_1640	NA
TOBG-MED-636_1641	K02314
TOBG-MED-636_1643	K03521
TOBG-MED-636_1644	K03522
TOBG-MED-636_1646	NA
TOBG-MED-636_1647	K03305
TOBG-MED-636_1648	K22441
TOBG-MED-636_1649	K05970
TOBG-MED-636_165	NA
TOBG-MED-636_1650	NA
TOBG-MED-636_1652	NA
TOBG-MED-636_1653	K03088
TOBG-MED-636_1654	K07165
TOBG-MED-636_1655	NA
TOBG-MED-636_1656	K21572
TOBG-MED-636_1657	NA
TOBG-MED-636_1658	NA
TOBG-MED-636_1659	NA
TOBG-MED-636_166	K00766
TOBG-MED-636_1662	NA
TOBG-MED-636_1663	NA
TOBG-MED-636_1664	NA
TOBG-MED-636_1667	NA
TOBG-MED-636_1668	K07787
TOBG-MED-636_1669	NA
TOBG-MED-636_167	K01658
TOBG-MED-636_1670	NA
TOBG-MED-636_1671	NA
TOBG-MED-636_1672	NA
TOBG-MED-636_1673	K03685
TOBG-MED-636_1674	K09458
TOBG-MED-636_1677	K00873
TOBG-MED-636_1678	NA
TOBG-MED-636_1679	K06167
TOBG-MED-636_168	K01657
TOBG-MED-636_1681	K00791
TOBG-MED-636_1682	K00850
TOBG-MED-636_1685	NA
TOBG-MED-636_1686	NA
TOBG-MED-636_1689	NA
TOBG-MED-636_1690	NA
TOBG-MED-636_1691	NA
TOBG-MED-636_1692	NA
TOBG-MED-636_1694	K21575
TOBG-MED-636_1697	K01207
TOBG-MED-636_1698	K00453
TOBG-MED-636_1699	NA
TOBG-MED-636_17	NA
TOBG-MED-636_1701	NA
TOBG-MED-636_1702	K21572
TOBG-MED-636_1703	NA
TOBG-MED-636_1705	K00626
TOBG-MED-636_1706	K06158
TOBG-MED-636_1708	K07091
TOBG-MED-636_171	K00616
TOBG-MED-636_1710	K00962
TOBG-MED-636_1711	NA
TOBG-MED-636_1712	K00384
TOBG-MED-636_1713	K01463
TOBG-MED-636_1715	K00275
TOBG-MED-636_1716	K06169
TOBG-MED-636_1717	K07735
TOBG-MED-636_1718	NA
TOBG-MED-636_1719	K19713
TOBG-MED-636_1720	NA
TOBG-MED-636_1721	K01444
TOBG-MED-636_1722	NA
TOBG-MED-636_1723	K07303
TOBG-MED-636_1725	NA
TOBG-MED-636_1727	NA
TOBG-MED-636_1728	NA
TOBG-MED-636_1729	NA
TOBG-MED-636_173	K09812
TOBG-MED-636_1731	NA
TOBG-MED-636_1732	NA
TOBG-MED-636_1733	NA
TOBG-MED-636_1734	NA
TOBG-MED-636_1735	NA
TOBG-MED-636_1736	NA
TOBG-MED-636_1737	NA
TOBG-MED-636_1738	NA
TOBG-MED-636_1739	K00252
TOBG-MED-636_1740	NA
TOBG-MED-636_1742	K02470
TOBG-MED-636_1743	NA
TOBG-MED-636_1744	NA
TOBG-MED-636_1745	K01867
TOBG-MED-636_1746	K01835
TOBG-MED-636_1747	K07301
TOBG-MED-636_175	NA
TOBG-MED-636_1750	NA
TOBG-MED-636_1751	NA
TOBG-MED-636_1752	K00228
TOBG-MED-636_1754	K00793
TOBG-MED-636_1756	K01073
TOBG-MED-636_1759	K02434
TOBG-MED-636_176	NA
TOBG-MED-636_1760	K01872
TOBG-MED-636_1761	NA
TOBG-MED-636_1762	NA
TOBG-MED-636_1764	K00548
TOBG-MED-636_1765	K09457
TOBG-MED-636_1766	K00548
TOBG-MED-636_1767	NA
TOBG-MED-636_1768	NA
TOBG-MED-636_177	NA
TOBG-MED-636_1770	NA
TOBG-MED-636_1774	NA
TOBG-MED-636_1775	K01182
TOBG-MED-636_1776	K03565
TOBG-MED-636_1777	NA
TOBG-MED-636_1778	K00767
TOBG-MED-636_1780	K15633
TOBG-MED-636_1781	NA
TOBG-MED-636_1782	NA
TOBG-MED-636_1784	K01589
TOBG-MED-636_1786	NA
TOBG-MED-636_1787	NA
TOBG-MED-636_1788	NA
TOBG-MED-636_1789	NA
TOBG-MED-636_1790	NA
TOBG-MED-636_1791	NA
TOBG-MED-636_1792	NA
TOBG-MED-636_1793	NA
TOBG-MED-636_1794	K00316
TOBG-MED-636_1795	NA
TOBG-MED-636_1796	K00496
TOBG-MED-636_1797	NA
TOBG-MED-636_1798	K01775
TOBG-MED-636_18	NA
TOBG-MED-636_1800	NA
TOBG-MED-636_1801	NA
TOBG-MED-636_1803	NA
TOBG-MED-636_1804	NA
TOBG-MED-636_1805	NA
TOBG-MED-636_1808	K01673
TOBG-MED-636_1809	NA
TOBG-MED-636_181	NA
TOBG-MED-636_1811	K00331
TOBG-MED-636_1812	NA
TOBG-MED-636_1813	NA
TOBG-MED-636_1814	K03286
TOBG-MED-636_1815	NA
TOBG-MED-636_1816	K03286
TOBG-MED-636_1818	NA
TOBG-MED-636_182	K01008
TOBG-MED-636_1821	K03719
TOBG-MED-636_1823	K12373
TOBG-MED-636_1824	NA
TOBG-MED-636_1825	NA
TOBG-MED-636_1828	K09710
TOBG-MED-636_1829	K03524
TOBG-MED-636_183	K06917
TOBG-MED-636_1830	K01251
TOBG-MED-636_1831	K12984
TOBG-MED-636_1832	NA
TOBG-MED-636_1834	K02860
TOBG-MED-636_1835	K00554
TOBG-MED-636_1836	K07444
TOBG-MED-636_1837	K18979
TOBG-MED-636_1838	K03551
TOBG-MED-636_1839	K03734
TOBG-MED-636_184	K01816
TOBG-MED-636_1842	K14393
TOBG-MED-636_1843	K01895
TOBG-MED-636_1844	K10807
TOBG-MED-636_1845	K10808
TOBG-MED-636_1846	K01682
TOBG-MED-636_1847	K09861
TOBG-MED-636_1848	NA
TOBG-MED-636_185	NA
TOBG-MED-636_1850	NA
TOBG-MED-636_1852	K01201
TOBG-MED-636_1854	K01273
TOBG-MED-636_1856	NA
TOBG-MED-636_1857	K03307
TOBG-MED-636_1858	K00010
TOBG-MED-636_1859	K00010
TOBG-MED-636_186	NA
TOBG-MED-636_1861	K00140
TOBG-MED-636_1862	K03336
