CDS	DNA	RNA
TOBG-MED-594_1807	4.5	0
TOBG-MED-594_181	30	9
TOBG-MED-594_1810	18.833	0
TOBG-MED-594_1813	26	0
TOBG-MED-594_1814	15	0
TOBG-MED-594_1815	45	0
TOBG-MED-594_1816	26	5
TOBG-MED-594_1817	21	0
TOBG-MED-594_1818	11	0
TOBG-MED-594_1819	31	34
TOBG-MED-594_182	18	0
TOBG-MED-594_1820	12	16
TOBG-MED-594_1821	23	15
TOBG-MED-594_1822	24	0
TOBG-MED-594_1823	7	0
TOBG-MED-594_1824	12	4
TOBG-MED-594_1825	18	8
TOBG-MED-594_1826	8	0
TOBG-MED-594_1827	48	5
TOBG-MED-594_1828	25	0
TOBG-MED-594_1829	42	14
TOBG-MED-594_183	33	1
TOBG-MED-594_1830	10	3
TOBG-MED-594_1831	20	0
TOBG-MED-594_1832	5	10
TOBG-MED-594_1833	4	0
TOBG-MED-594_1834	15	0
TOBG-MED-594_1835	22	4
TOBG-MED-594_1836	33	0
TOBG-MED-594_1837	14	8
TOBG-MED-594_1838	28	0
TOBG-MED-594_1839	20	18
TOBG-MED-594_184	20	0
TOBG-MED-594_1840	17	52
TOBG-MED-594_1842	10	0
TOBG-MED-594_1843	24	0
TOBG-MED-594_1844	4	0
TOBG-MED-594_1845	9	0
TOBG-MED-594_1846	18	0
TOBG-MED-594_1847	3	0
TOBG-MED-594_1848	28	0
TOBG-MED-594_1849	16	0
TOBG-MED-594_185	38	10
TOBG-MED-594_1850	9	0
TOBG-MED-594_1851	26	1
TOBG-MED-594_1852	24	6
TOBG-MED-594_1853	16	0
TOBG-MED-594_1854	46	5
TOBG-MED-594_1855	22	6
TOBG-MED-594_1856	28	11
TOBG-MED-594_1857	40	6
TOBG-MED-594_1858	5	18
TOBG-MED-594_1859	18	0
TOBG-MED-594_186	21	0
TOBG-MED-594_1860	6	0
TOBG-MED-594_1861	27	11
TOBG-MED-594_1862	18	2
TOBG-MED-594_1863	18	2
TOBG-MED-594_1864	25	0
TOBG-MED-594_1865	26	15
TOBG-MED-594_1866	101	33
TOBG-MED-594_1867	32	3
TOBG-MED-594_1868	7	0
TOBG-MED-594_1869	12	0
TOBG-MED-594_187	9	0
TOBG-MED-594_1870	28	0
TOBG-MED-594_1871	4	0
TOBG-MED-594_1872	13	0
TOBG-MED-594_1873	3	2
TOBG-MED-594_1874	22	0
TOBG-MED-594_1875	2	2
TOBG-MED-594_1876	50	2
TOBG-MED-594_1877	4	0
TOBG-MED-594_1878	24	0
TOBG-MED-594_1879	34	5
TOBG-MED-594_188	27	5
TOBG-MED-594_1880	6	10
TOBG-MED-594_1881	8	0
TOBG-MED-594_1882	16	0
TOBG-MED-594_1883	28	1
TOBG-MED-594_1884	15	0
TOBG-MED-594_1885	9	0
TOBG-MED-594_1886	4	0
TOBG-MED-594_1887	11	0
TOBG-MED-594_1888	5	3
TOBG-MED-594_1889	26	7
TOBG-MED-594_189	24	0
TOBG-MED-594_1890	27	1
TOBG-MED-594_1892	11	0
TOBG-MED-594_1893	18	16
TOBG-MED-594_1894	23	4
TOBG-MED-594_1895	16	0
TOBG-MED-594_1896	22	11
TOBG-MED-594_1897	22	0
TOBG-MED-594_1898	1	0
TOBG-MED-594_1899	7	0
TOBG-MED-594_19	12.358	8
TOBG-MED-594_190	5	0
TOBG-MED-594_1900	8	0
TOBG-MED-594_1901	33	1
TOBG-MED-594_1902	4	3
TOBG-MED-594_1903	7	0
TOBG-MED-594_1904	17	0
TOBG-MED-594_1905	22	0
TOBG-MED-594_1906	20	0
TOBG-MED-594_1907	18	0
TOBG-MED-594_1908	16	10
TOBG-MED-594_1909	5	1
TOBG-MED-594_191	21	0
TOBG-MED-594_1910	8.023	0
TOBG-MED-594_1911	15	0
TOBG-MED-594_1912	7.199	0
TOBG-MED-594_1913	4.249	0
TOBG-MED-594_1914	3.476	3.5
TOBG-MED-594_1915	1.705	0
TOBG-MED-594_1917	6.45	0
TOBG-MED-594_1918	4	0
TOBG-MED-594_1919	25.884	0
TOBG-MED-594_192	13	9
TOBG-MED-594_1920	16.886	1.5
TOBG-MED-594_1921	3.31	4
TOBG-MED-594_1922	6.352	12
TOBG-MED-594_1924	6	0
TOBG-MED-594_1926	17.319	6.5
TOBG-MED-594_1927	8	0
TOBG-MED-594_1928	9	1
TOBG-MED-594_1929	26	0
TOBG-MED-594_193	27	0
TOBG-MED-594_1930	7.642	0
TOBG-MED-594_1931	8.889	0
TOBG-MED-594_1935	6	0
TOBG-MED-594_194	64	0
TOBG-MED-594_1940	8.101	0
TOBG-MED-594_1941	10	0
TOBG-MED-594_1942	11	0
TOBG-MED-594_1943	14	1
TOBG-MED-594_1944	12	0
TOBG-MED-594_1945	26	0
TOBG-MED-594_1946	26	0
TOBG-MED-594_1947	38	0
TOBG-MED-594_1948	5	0
TOBG-MED-594_1949	23	0
TOBG-MED-594_195	46	0
TOBG-MED-594_1950	5	0
TOBG-MED-594_1951	28	18
TOBG-MED-594_1952	24	5
TOBG-MED-594_1953	24	0
TOBG-MED-594_1954	6	0
TOBG-MED-594_1955	25	6
TOBG-MED-594_1956	23	0
TOBG-MED-594_1957	7	0
TOBG-MED-594_1958	22	9
TOBG-MED-594_1959	7	5
TOBG-MED-594_196	4	0
TOBG-MED-594_1960	7	10
TOBG-MED-594_1961	18	2
TOBG-MED-594_1962	18	12
TOBG-MED-594_1963	11	0
TOBG-MED-594_1964	3	3
TOBG-MED-594_1965	18	0
TOBG-MED-594_1966	17	0
TOBG-MED-594_1967	30	0
TOBG-MED-594_1968	7	0
TOBG-MED-594_1969	6	0
TOBG-MED-594_197	25	0
TOBG-MED-594_1970	13	0
TOBG-MED-594_1971	12	16
TOBG-MED-594_1972	22	0
TOBG-MED-594_1973	13	0
TOBG-MED-594_1974	25	0
TOBG-MED-594_1975	19	0
TOBG-MED-594_1976	40	15
TOBG-MED-594_1977	36	222
TOBG-MED-594_1978	14	4
TOBG-MED-594_1979	26	46
TOBG-MED-594_198	11	0
TOBG-MED-594_1980	14	0
TOBG-MED-594_1981	14	0
TOBG-MED-594_1982	40	0
TOBG-MED-594_1983	18	3
TOBG-MED-594_1984	20	2
TOBG-MED-594_1985	18	0
TOBG-MED-594_1986	10	0
TOBG-MED-594_1987	25	18
TOBG-MED-594_1988	12	0
TOBG-MED-594_1989	11	0
TOBG-MED-594_199	18	0
TOBG-MED-594_1990	67	4
TOBG-MED-594_1991	19	1
TOBG-MED-594_1992	7	0
TOBG-MED-594_1993	11	0
TOBG-MED-594_1994	17	0
TOBG-MED-594_1995	19	0
TOBG-MED-594_1996	6	5
TOBG-MED-594_1997	15	2
TOBG-MED-594_1998	16	0
TOBG-MED-594_1999	19	0
TOBG-MED-594_2	10.5	0
TOBG-MED-594_200	27	0
TOBG-MED-594_2000	2	0
TOBG-MED-594_2001	13	0
TOBG-MED-594_2002	9	0
TOBG-MED-594_2003	8	8
TOBG-MED-594_2004	10	0
TOBG-MED-594_2005	18	0
TOBG-MED-594_2006	3	0
TOBG-MED-594_2007	7	0
TOBG-MED-594_2008	18	3
TOBG-MED-594_2009	23	0
TOBG-MED-594_201	25	0
TOBG-MED-594_2010	8	1
TOBG-MED-594_2011	11	15
TOBG-MED-594_2012	27	0
TOBG-MED-594_2014	13	1
TOBG-MED-594_2015	47	0
TOBG-MED-594_2016	20	0
TOBG-MED-594_2017	17	0
TOBG-MED-594_2018	35	6
TOBG-MED-594_2019	18	0
TOBG-MED-594_202	31	0
TOBG-MED-594_2020	27	0
TOBG-MED-594_2021	17	0
TOBG-MED-594_2022	21	19
TOBG-MED-594_2023	16	0
TOBG-MED-594_2024	23	17
TOBG-MED-594_2025	2	0
TOBG-MED-594_2026	4	0
TOBG-MED-594_2027	9	3
TOBG-MED-594_2028	19	0
TOBG-MED-594_2029	26	0
TOBG-MED-594_203	12	5
TOBG-MED-594_2030	14	4
TOBG-MED-594_2031	26	5
TOBG-MED-594_2032	19	0
TOBG-MED-594_2033	17	2
TOBG-MED-594_2034	28	11
TOBG-MED-594_2035	13	6
TOBG-MED-594_2036	14	0
TOBG-MED-594_2037	51.678	0
TOBG-MED-594_2038	17	6
TOBG-MED-594_2039	56	357
TOBG-MED-594_204	14	0
TOBG-MED-594_2040	21	71
TOBG-MED-594_2041	24	27
TOBG-MED-594_2042	18	11
TOBG-MED-594_2043	15	30
TOBG-MED-594_2044	40	15
TOBG-MED-594_2045	12	31
TOBG-MED-594_2046	15.035	0
TOBG-MED-594_2047	35.723	0
TOBG-MED-594_2048	6	0
TOBG-MED-594_205	17	4
TOBG-MED-594_2053	2.307	0
TOBG-MED-594_2054	4	0
TOBG-MED-594_2055	10.99	0
TOBG-MED-594_2056	20.348	2
TOBG-MED-594_2058	2.358	0
TOBG-MED-594_206	28	0
TOBG-MED-594_2060	19.192	11
TOBG-MED-594_2063	4	0
TOBG-MED-594_2064	13.728	0
TOBG-MED-594_2065	61	0
TOBG-MED-594_2066	10	0
TOBG-MED-594_2067	32	5
TOBG-MED-594_2068	10	0
TOBG-MED-594_2069	29	0
TOBG-MED-594_207	21	10
TOBG-MED-594_2070	22	9
TOBG-MED-594_2071	8	8
TOBG-MED-594_2072	64	2
TOBG-MED-594_2073	12	0
TOBG-MED-594_2074	22	0
TOBG-MED-594_2075	28	11
TOBG-MED-594_2076	22	0
TOBG-MED-594_2077	30	0
TOBG-MED-594_2078	46	4
TOBG-MED-594_2079	10	0
TOBG-MED-594_208	28	0
TOBG-MED-594_2080	4	0
TOBG-MED-594_2085	10.951	0
TOBG-MED-594_2087	15.275	1
TOBG-MED-594_2088	5.053	0
TOBG-MED-594_2089	9.088	0
TOBG-MED-594_209	29	0
TOBG-MED-594_2090	2.555	0
TOBG-MED-594_2091	4.259	0
TOBG-MED-594_2092	7.567	0
TOBG-MED-594_2093	6	3.5
TOBG-MED-594_2094	7.113	0
TOBG-MED-594_2095	12	0
TOBG-MED-594_2097	23	0
TOBG-MED-594_2098	29.724	7
TOBG-MED-594_2099	12	0
TOBG-MED-594_210	8	13
TOBG-MED-594_2100	9	5
TOBG-MED-594_2101	31	0
TOBG-MED-594_2102	57	8
TOBG-MED-594_2103	126	40
TOBG-MED-594_2104	1	0
TOBG-MED-594_2105	15	3
TOBG-MED-594_2106	25	0
TOBG-MED-594_2107	36	5
TOBG-MED-594_2108	41	15
TOBG-MED-594_2109	2	0
TOBG-MED-594_211	17	0
TOBG-MED-594_2110	10	0
TOBG-MED-594_2111	40	2
TOBG-MED-594_2112	13	9
TOBG-MED-594_2113	1	0
TOBG-MED-594_2114	34	0
TOBG-MED-594_2115	45	0
TOBG-MED-594_2116	13	0
TOBG-MED-594_2117	16	0
TOBG-MED-594_2118	3	0
TOBG-MED-594_2119	5	0
TOBG-MED-594_212	4	0
TOBG-MED-594_2120	18	0
TOBG-MED-594_2121	23	5
TOBG-MED-594_2122	36	0
TOBG-MED-594_2123	21	9
TOBG-MED-594_2124	11	0
TOBG-MED-594_2125	19	4
TOBG-MED-594_2126	7	0
TOBG-MED-594_2127	15	0
TOBG-MED-594_2128	23	15
TOBG-MED-594_2129	6	0
TOBG-MED-594_213	6	15
TOBG-MED-594_2130	26	6
TOBG-MED-594_2131	21	0
TOBG-MED-594_2132	49	1
TOBG-MED-594_2133	12	0
TOBG-MED-594_2134	9	0
TOBG-MED-594_2135	5	0
TOBG-MED-594_2136	27	24
TOBG-MED-594_2137	20	0
TOBG-MED-594_2138	25	0
TOBG-MED-594_2139	13	0
TOBG-MED-594_214	14	0
TOBG-MED-594_2140	8	0
TOBG-MED-594_2141	37	9
TOBG-MED-594_2142	16	0
TOBG-MED-594_2143	7	0
TOBG-MED-594_2144	7	0
TOBG-MED-594_2145	23	0
TOBG-MED-594_2146	17	8
TOBG-MED-594_2147	19	0
TOBG-MED-594_2148	20	2
TOBG-MED-594_2149	58	0
TOBG-MED-594_215	21	0
TOBG-MED-594_2150	31	0
TOBG-MED-594_2151	23	0
TOBG-MED-594_2152	10	0
TOBG-MED-594_2153	17	0
TOBG-MED-594_2154	47	53
TOBG-MED-594_2155	6	0
TOBG-MED-594_2156	16	7
TOBG-MED-594_2157	11	0
TOBG-MED-594_2158	9	0
TOBG-MED-594_2159	64	15
TOBG-MED-594_216	16	0
TOBG-MED-594_2160	31	0
TOBG-MED-594_2161	8	0
TOBG-MED-594_2162	20	6
TOBG-MED-594_2163	24	0
TOBG-MED-594_2164	21	12
TOBG-MED-594_2165	21	0
TOBG-MED-594_2166	8	0
TOBG-MED-594_2167	16	0
TOBG-MED-594_2168	15	12
TOBG-MED-594_2169	19	2
TOBG-MED-594_217	16	11
TOBG-MED-594_2170	25	7
TOBG-MED-594_2171	2	0
TOBG-MED-594_2172	11	10
TOBG-MED-594_2173	5	6
TOBG-MED-594_2174	12	10
TOBG-MED-594_2175	7	0
TOBG-MED-594_2176	3	0
TOBG-MED-594_2177	7	12
TOBG-MED-594_2178	23	63
TOBG-MED-594_2179	12	0
TOBG-MED-594_218	12	9
TOBG-MED-594_2180	28	0
TOBG-MED-594_2181	79	7
TOBG-MED-594_2182	26	0
TOBG-MED-594_2183	10	0
TOBG-MED-594_2184	12	0
TOBG-MED-594_2185	18	1
TOBG-MED-594_2186	6	0
TOBG-MED-594_2187	9	0
TOBG-MED-594_2188	14	8
TOBG-MED-594_2189	5	0
TOBG-MED-594_219	3	0
TOBG-MED-594_2190	7	0
TOBG-MED-594_2191	43	3
TOBG-MED-594_2192	37	14
TOBG-MED-594_2193	3	0
TOBG-MED-594_2194	39	4
TOBG-MED-594_2195	24	0
TOBG-MED-594_2196	20	0
TOBG-MED-594_2197	19	0
TOBG-MED-594_2198	4	0
TOBG-MED-594_2199	10	0
TOBG-MED-594_22	8	7
TOBG-MED-594_220	7	0
TOBG-MED-594_2200	26	0
TOBG-MED-594_2201	6	3
TOBG-MED-594_2202	30	0
TOBG-MED-594_2203	58	23
TOBG-MED-594_2204	11	0
TOBG-MED-594_2205	8	0
TOBG-MED-594_2206	41	12
TOBG-MED-594_2207	22	16
TOBG-MED-594_2208	17	0
TOBG-MED-594_2209	14	0
TOBG-MED-594_221	16	0
TOBG-MED-594_2210	8	0
TOBG-MED-594_2211	23	0
TOBG-MED-594_2212	17	0
TOBG-MED-594_2213	18	0
TOBG-MED-594_2214	11	0
TOBG-MED-594_2215	35	9
TOBG-MED-594_2216	33	7
TOBG-MED-594_2219	15	0
TOBG-MED-594_222	15	0
TOBG-MED-594_2223	3.998	0
TOBG-MED-594_2227	3	0
TOBG-MED-594_2229	19	0
TOBG-MED-594_223	14	0
TOBG-MED-594_2234	20.634	2
TOBG-MED-594_2235	2.506	3
TOBG-MED-594_2236	10	0
TOBG-MED-594_2237	4	9
TOBG-MED-594_2238	32	0
TOBG-MED-594_2239	19	0
TOBG-MED-594_224	29	46
TOBG-MED-594_2240	9	0
TOBG-MED-594_2242	18	1
TOBG-MED-594_2243	15.128	0
TOBG-MED-594_2244	28	10.988
TOBG-MED-594_2245	3	0
TOBG-MED-594_2246	10.5	2
TOBG-MED-594_2248	16.934	0
TOBG-MED-594_2249	14.71	0
TOBG-MED-594_225	72	0
TOBG-MED-594_2250	7	0
TOBG-MED-594_2251	6.547	19
TOBG-MED-594_2252	11.702	0
TOBG-MED-594_2253	10.243	0
TOBG-MED-594_2254	13.945	0
TOBG-MED-594_2255	34.821	0
TOBG-MED-594_2256	16.252	9
TOBG-MED-594_2257	18.132	0
TOBG-MED-594_2259	13.252	0
TOBG-MED-594_226	39	0
TOBG-MED-594_2260	12.095	0
TOBG-MED-594_2261	10	0
TOBG-MED-594_2262	14.8	0
TOBG-MED-594_2263	25.2	0
TOBG-MED-594_2264	10.5	5
TOBG-MED-594_2265	25	0
TOBG-MED-594_2266	19	4
TOBG-MED-594_2267	14	0
TOBG-MED-594_2268	19.414	0
TOBG-MED-594_2269	5.877	0
TOBG-MED-594_227	2.039	0
TOBG-MED-594_2271	12.899	0
TOBG-MED-594_2272	2.057	0
TOBG-MED-594_2273	5.139	0
TOBG-MED-594_2274	22.911	1.5
TOBG-MED-594_2275	36	1
TOBG-MED-594_2276	29	0
TOBG-MED-594_2277	8	0
TOBG-MED-594_2278	15	0
TOBG-MED-594_2279	6	0
TOBG-MED-594_228	23	0
TOBG-MED-594_2280	41	0
TOBG-MED-594_2281	33	0
TOBG-MED-594_2282	17	1
TOBG-MED-594_2283	19	0
TOBG-MED-594_2284	3	0
TOBG-MED-594_2285	19	13
TOBG-MED-594_2286	6	0
TOBG-MED-594_2287	32	14
TOBG-MED-594_2288	4	0
TOBG-MED-594_2289	28	0
TOBG-MED-594_229	17	0
TOBG-MED-594_2290	14	0
TOBG-MED-594_2291	21	6
TOBG-MED-594_2292	3	0
TOBG-MED-594_2293	28	11
TOBG-MED-594_2294	9	3
TOBG-MED-594_2295	2	0
TOBG-MED-594_2296	7	5
TOBG-MED-594_2297	6	0
TOBG-MED-594_2298	2	0
TOBG-MED-594_2299	21	0
TOBG-MED-594_23	31.681	6.5
TOBG-MED-594_230	11	0
TOBG-MED-594_2300	11	7
TOBG-MED-594_2301	11	0
TOBG-MED-594_2302	8	0
TOBG-MED-594_2303	28	6
TOBG-MED-594_2304	5	0
TOBG-MED-594_2305	14	0
TOBG-MED-594_2306	30	0
TOBG-MED-594_2307	3	0
TOBG-MED-594_2308	4	8
TOBG-MED-594_2309	29	6
TOBG-MED-594_231	6	0
TOBG-MED-594_2310	5	0
TOBG-MED-594_2311	9	0
TOBG-MED-594_2312	28	30
TOBG-MED-594_2313	24	0
TOBG-MED-594_2314	17	0
TOBG-MED-594_2315	2	9
TOBG-MED-594_2316	16	3
TOBG-MED-594_2317	4	0
TOBG-MED-594_2318	16	7
TOBG-MED-594_2319	20	0
TOBG-MED-594_232	8.731	0
TOBG-MED-594_2320	31	5
TOBG-MED-594_2321	4	9
TOBG-MED-594_2322	22	7
TOBG-MED-594_2323	13	0
TOBG-MED-594_2324	8	0
TOBG-MED-594_2325	15	0
TOBG-MED-594_2326	1	0
TOBG-MED-594_2327	16	0
TOBG-MED-594_2328	13	0
TOBG-MED-594_2329	13	4
TOBG-MED-594_2330	10	0
TOBG-MED-594_2331	9	0
TOBG-MED-594_2332	19	8
TOBG-MED-594_2333	2	0
TOBG-MED-594_2334	23	0
TOBG-MED-594_2335	14	2
TOBG-MED-594_2336	36	0
TOBG-MED-594_2337	25	0
TOBG-MED-594_2338	17	3
TOBG-MED-594_2339	9	0
TOBG-MED-594_234	6	5
TOBG-MED-594_2340	26	9
TOBG-MED-594_2341	14	0
TOBG-MED-594_2342	20	11
TOBG-MED-594_2343	8	0
TOBG-MED-594_2344	13	3
TOBG-MED-594_2345	23	0
TOBG-MED-594_2346	20	0
TOBG-MED-594_2347	34	0
TOBG-MED-594_2348	34	0
TOBG-MED-594_2349	16	0
TOBG-MED-594_235	10	0
TOBG-MED-594_2350	19	0
TOBG-MED-594_2351	13	2
TOBG-MED-594_2352	3	0
TOBG-MED-594_2353	9	6
TOBG-MED-594_2354	13	0
TOBG-MED-594_2355	21	0
TOBG-MED-594_2356	13	0
TOBG-MED-594_2357	54	0
TOBG-MED-594_2358	28	8
TOBG-MED-594_2359	7	0
TOBG-MED-594_236	7	0
TOBG-MED-594_2360	32	0
TOBG-MED-594_2361	17	0
TOBG-MED-594_2362	19	0
TOBG-MED-594_2363	2	0
TOBG-MED-594_2364	23	0
TOBG-MED-594_2365	45	0
TOBG-MED-594_2366	11	2
TOBG-MED-594_2367	14	0
TOBG-MED-594_2368	17	10
TOBG-MED-594_2369	17	0
TOBG-MED-594_237	28	0
TOBG-MED-594_2370	27	0
TOBG-MED-594_2371	12	0
TOBG-MED-594_2372	5	9
TOBG-MED-594_2373	22	18
TOBG-MED-594_2374	24	0
TOBG-MED-594_2375	28	0
TOBG-MED-594_2376	31	11
TOBG-MED-594_2377	5	0
TOBG-MED-594_2378	6	0
TOBG-MED-594_2379	12	11
TOBG-MED-594_238	6.449	0
TOBG-MED-594_2380	22	0
TOBG-MED-594_2381	18	0
TOBG-MED-594_2382	5	0
TOBG-MED-594_2383	11	0
TOBG-MED-594_2384	20	0
TOBG-MED-594_2385	26	6
TOBG-MED-594_2386	8	0
TOBG-MED-594_2387	16	0
TOBG-MED-594_2388	6	0
TOBG-MED-594_2389	12	5
TOBG-MED-594_2390	5	0
TOBG-MED-594_2391	11	0
TOBG-MED-594_2392	36	0
TOBG-MED-594_2393	36	0
TOBG-MED-594_2394	6	4
TOBG-MED-594_2395	15	0
TOBG-MED-594_2396	32	1
TOBG-MED-594_2397	12	1
TOBG-MED-594_2398	9	0
TOBG-MED-594_2399	27	8
TOBG-MED-594_24	26	0
TOBG-MED-594_2400	13	0
TOBG-MED-594_2401	8	0
TOBG-MED-594_2402	23	0
TOBG-MED-594_2403	4	0
TOBG-MED-594_2404	9	0
TOBG-MED-594_2405	19	0
TOBG-MED-594_2406	38	0
TOBG-MED-594_2407	32	0
TOBG-MED-594_2408	18	0
TOBG-MED-594_2409	25	0
TOBG-MED-594_241	18	5
TOBG-MED-594_2410	11	0
TOBG-MED-594_2411	16	0
TOBG-MED-594_2412	23	0
TOBG-MED-594_2413	26	19
TOBG-MED-594_2414	7	0
TOBG-MED-594_2415	10	4
TOBG-MED-594_2416	12	0
TOBG-MED-594_2417	19	1
TOBG-MED-594_2418	18	0
TOBG-MED-594_2419	9	8
TOBG-MED-594_242	5	19
TOBG-MED-594_2420	14	5
TOBG-MED-594_2421	26	7
TOBG-MED-594_2422	9	0
TOBG-MED-594_2423	17	0
TOBG-MED-594_2424	2	0
TOBG-MED-594_2425	18	8
TOBG-MED-594_2426	25	0
TOBG-MED-594_2427	21	0
TOBG-MED-594_2428	25	0
TOBG-MED-594_2429	7	5
TOBG-MED-594_243	21	0
TOBG-MED-594_2430	35	32
TOBG-MED-594_2431	18	16
TOBG-MED-594_2432	4	0
TOBG-MED-594_2433	49	0
TOBG-MED-594_2434	11	0
TOBG-MED-594_2435	31	8
TOBG-MED-594_2436	33	0
TOBG-MED-594_2437	5	0
TOBG-MED-594_2438	23	0
TOBG-MED-594_2439	5	0
TOBG-MED-594_244	4	0
TOBG-MED-594_2440	1	0
TOBG-MED-594_2441	49	4
TOBG-MED-594_2442	3	0
TOBG-MED-594_2443	25	0
TOBG-MED-594_2444	13	0
TOBG-MED-594_2445	19	12
TOBG-MED-594_2446	6	0
TOBG-MED-594_2447	20	0
TOBG-MED-594_2448	11	0
TOBG-MED-594_2449	6	0
TOBG-MED-594_245	1	0
TOBG-MED-594_2450	12	0
TOBG-MED-594_2451	19	0
TOBG-MED-594_2452	31	0
TOBG-MED-594_2453	26	0
TOBG-MED-594_2454	57	6
TOBG-MED-594_2455	14	0
TOBG-MED-594_2456	10	0
TOBG-MED-594_2457	5	9
TOBG-MED-594_2458	7	17
TOBG-MED-594_2459	1	5
TOBG-MED-594_246	5	0
TOBG-MED-594_2460	20	1
TOBG-MED-594_2461	16	0
TOBG-MED-594_2462	37	0
TOBG-MED-594_2463	7	0
TOBG-MED-594_2464	8	0
TOBG-MED-594_2465	9	0
TOBG-MED-594_2466	21	0
TOBG-MED-594_2467	20	0
TOBG-MED-594_2468	13	0
TOBG-MED-594_2469	17	0
TOBG-MED-594_247	12	0
TOBG-MED-594_2470	20	18
TOBG-MED-594_2471	24	0
TOBG-MED-594_2472	12	0
TOBG-MED-594_2473	6	0
TOBG-MED-594_2474	12	13
TOBG-MED-594_2475	3	10
TOBG-MED-594_2476	7	0
TOBG-MED-594_2477	16	0
TOBG-MED-594_2478	22	19
TOBG-MED-594_2479	42	4
TOBG-MED-594_248	7	5
TOBG-MED-594_2480	18	0
TOBG-MED-594_2481	24	0
TOBG-MED-594_2482	11	0
TOBG-MED-594_2483	14	0
TOBG-MED-594_2484	16	0
TOBG-MED-594_2485	7	0
TOBG-MED-594_2486	26	8
TOBG-MED-594_2487	28	0
TOBG-MED-594_2488	4	0
TOBG-MED-594_2489	12	0
TOBG-MED-594_249	15	0
TOBG-MED-594_2490	36	0
TOBG-MED-594_2491	13	10
TOBG-MED-594_2492	7	0
TOBG-MED-594_2493	16	0
TOBG-MED-594_2494	66	14
TOBG-MED-594_2495	7	0
TOBG-MED-594_2496	21	0
TOBG-MED-594_25	6	0
TOBG-MED-594_250	19	0
TOBG-MED-594_251	3	0
TOBG-MED-594_252	7	0
TOBG-MED-594_253	8	0
TOBG-MED-594_254	32	3
TOBG-MED-594_255	19	0
TOBG-MED-594_256	20	0
TOBG-MED-594_257	19	0
TOBG-MED-594_258	19	140
TOBG-MED-594_259	19.874	0
TOBG-MED-594_26	8	0
TOBG-MED-594_260	23	0
TOBG-MED-594_261	11	0
TOBG-MED-594_262	7	0
TOBG-MED-594_263	21	0
TOBG-MED-594_264	7	0
TOBG-MED-594_265	37	0
TOBG-MED-594_266	16	13
TOBG-MED-594_267	30	9
TOBG-MED-594_268	9	0
TOBG-MED-594_269	17	0
TOBG-MED-594_27	17.648	0
TOBG-MED-594_270	26.013	0
TOBG-MED-594_271	7	0
TOBG-MED-594_272	47	10
TOBG-MED-594_273	6	0
TOBG-MED-594_274	29	0
TOBG-MED-594_275	21	0
TOBG-MED-594_276	17	0
TOBG-MED-594_277	31	0
TOBG-MED-594_278	19	6
TOBG-MED-594_279	28	2
TOBG-MED-594_28	8.69	4
TOBG-MED-594_280	7	0
TOBG-MED-594_281	32	0
TOBG-MED-594_282	3	0
TOBG-MED-594_283	33	6
TOBG-MED-594_284	17	0
TOBG-MED-594_285	24	0
TOBG-MED-594_286	18	0
TOBG-MED-594_287	19	0
TOBG-MED-594_288	26	9
TOBG-MED-594_289	15	0
TOBG-MED-594_29	6.114	1.5
TOBG-MED-594_291	39	0
TOBG-MED-594_292	10	9.5
TOBG-MED-594_293	4	0
TOBG-MED-594_294	21	0
TOBG-MED-594_295	32	0
TOBG-MED-594_296	12	0
TOBG-MED-594_297	4	0
TOBG-MED-594_298	23	0
TOBG-MED-594_299	33	13
TOBG-MED-594_3	6	0
TOBG-MED-594_30	12.116	0
TOBG-MED-594_300	40	28
TOBG-MED-594_301	12	12
TOBG-MED-594_302	23	0
TOBG-MED-594_303	15	0
TOBG-MED-594_304	38	74
TOBG-MED-594_305	4.5	2.5
TOBG-MED-594_306	19.985	0
TOBG-MED-594_307	52	0
TOBG-MED-594_308	38	0
TOBG-MED-594_309	16	0
TOBG-MED-594_31	4	0
TOBG-MED-594_311	13	0
TOBG-MED-594_312	32	5
TOBG-MED-594_313	41	12
TOBG-MED-594_314	49	5
TOBG-MED-594_315	10	0
TOBG-MED-594_316	12	14
TOBG-MED-594_317	13	0
TOBG-MED-594_318	11	12.5
TOBG-MED-594_319	18	1
TOBG-MED-594_32	2.55	0
TOBG-MED-594_320	16	6
TOBG-MED-594_321	11	0
TOBG-MED-594_322	16	0
TOBG-MED-594_323	20.134	0
TOBG-MED-594_324	8	0
TOBG-MED-594_325	14	0
TOBG-MED-594_326	26	13
TOBG-MED-594_327	53	0
TOBG-MED-594_328	81.434	12
TOBG-MED-594_33	2	0
TOBG-MED-594_330	15	0
TOBG-MED-594_331	11	0
TOBG-MED-594_332	7	9
TOBG-MED-594_335	4	0
TOBG-MED-594_336	80	31
TOBG-MED-594_337	25	0
TOBG-MED-594_338	14	0
TOBG-MED-594_339	5	0
TOBG-MED-594_34	6.295	0
TOBG-MED-594_340	13	5
TOBG-MED-594_341	17	9
TOBG-MED-594_342	23	0
TOBG-MED-594_343	9	0
TOBG-MED-594_344	47	0
TOBG-MED-594_345	42	80
TOBG-MED-594_346	21	0
TOBG-MED-594_347	22	12
TOBG-MED-594_348	21	8
TOBG-MED-594_349	10	2
TOBG-MED-594_35	1.524	3.5
TOBG-MED-594_350	14	11
TOBG-MED-594_351	33	6
